"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","outs_total","outs_2","outs_3","outs_4","outs_5","outs_6","outs_7","outs_8","outs_9"
"Benson, Will",666181,-2.2333937293683834,-2.2333937293683834,-2.9046502010734403,0.6712564717050565,,,,,,2226,0,0,0,0,0,963,45,1218
"Duran, Jarren",680776,-2.238007267836658,-2.238007267836658,-0.8943471931245306,-1.3436600747121281,,,,,,2193,0,0,0,0,0,519,1671,3
"Suzuki, Seiya",673548,-2.2839085582085703,-2.2839085582085703,1.2235859942822118,-3.5074945524907815,,,,,,3440,0,0,0,0,0,0,0,3440
"Wendle, Joey",621563,-2.3980625084507228,-2.3980625084507228,-2.563304546439214,0.12037035920683302,0.0448716787816586,,,,,2263,0,0,0,0,2263,0,0,0
"Noda, Ryan",676116,-2.4155155673404813,-2.4155155673404813,-2.2165544367021925,-0.27489738410683806,0.07593625346854818,,,,,2856,0,2805,0,0,0,9,0,42
"Santander, Anthony",623993,-2.5984557558328976,-2.5984557558328976,-0.8584753159379616,-1.5466492413919017,-0.1933311985030326,,,,,2614,0,216,0,0,0,24,0,2374
"Betts, Mookie",605141,-2.655220847853666,-2.655220847853666,-2.808144774673874,0.3306737273603745,-0.1777498005401675,,,,,3854,0,0,1455,0,294,0,0,2105
"Carroll, Corbin",682998,-2.6776395608570693,-2.6776395608570693,3.5143411730136918,-6.191980733870768,,,,,,3800,0,0,0,0,0,1444,912,1444
"Renfroe, Hunter",592669,-2.7198359980048905,-2.7198359980048905,-3.5429031725745306,0.5632203703554626,0.25984680421417705,,,,,3276,0,117,0,0,0,0,0,3159
"Castro, Harold",605612,-2.774579438268184,-2.774579438268184,-4.43100104411524,-0.20226759862422586,1.8586892044712815,,,,,1797,0,0,1414,54,42,84,141,56
"Taylor, Chris",621035,-2.7979855673447735,-2.7979855673447735,-1.6614291295736459,-1.3357517007142157,0.19919526294308948,,,,,2308,0,0,30,517,671,1039,51,0
"Peguero, Liover",678894,-2.838747818025886,-2.838747818025886,-0.8395904117633444,0.003719160664470139,-2.0028765669270108,,,,,1479,0,0,626,0,853,0,0,0
"Díaz, Yandy",650490,-2.844273924632059,-2.844273924632059,-3.2579317692204706,,0.41365784458841226,,,,,3052,0,2959,0,93,0,0,0,0
"Kemp, Tony",643393,-3.079623735887502,-3.079623735887502,-1.5261618573348787,-0.8403978413586016,-0.7130640371940247,,,,,2598,0,0,1230,0,0,1368,0,0
"Wong, Kolten",543939,-3.097702381552838,-3.097702381552838,-1.1754830593644638,,-1.922219322188374,,,,,1675,0,0,1675,0,0,0,0,0
"Stallings, Jacob",607732,-3.098920139066429,,,,,-3.098920139066429,-3.415921449909971,-1.2237300374580415,1.540731348301583,2008,1984,0,0,0,0,0,0,0
"Bae, Ji Hwan",678225,-3.1246045453297047,-3.1246045453297047,0.11988251893914456,-0.777926418531567,-2.4665606457372813,,,,,2478,0,0,1396,0,72,0,1010,0
"Solano, Donovan",456781,-3.151012313084646,-3.151012313084646,-3.9921411841023007,,0.8411288710176542,,,,,2379,0,1676,351,352,0,0,0,0
"Carpenter, Kerry",681481,-3.272035931873576,-3.272035931873576,-3.7825942411853313,0.5105583093117558,,,,,,2171,0,0,0,0,0,217,0,1954
"Hicks, Aaron",543305,-3.370944550386031,-3.370944550386031,-2.520460309244214,-0.850484241141818,,,,,,1953,0,0,0,0,0,628,955,370
"McCarthy, Jake",664983,-3.3841857336719423,-3.3841857336719423,-0.5018309076572259,-2.8823548260147156,,,,,,2091,0,0,0,0,0,0,297,1794
"Wallner, Matt",670242,-3.4986438582516293,-3.4986438582516293,-3.658459916693563,0.1598160584419286,,,,,,1463,0,0,0,0,0,926,0,537
"Duran, Ezequiel",677649,-3.571882533663913,-3.571882533663913,-2.2955820210379563,-0.8921813892823706,-0.3841191233435865,,,,,2283,0,30,57,550,921,719,0,6
"Espinal, Santiago",669289,-3.5958969552582616,-3.5958969552582616,-3.0760589044667874,,-0.5198380507914753,,,,,1689,0,0,914,483,292,0,0,0
"Bauers, Jake",641343,-3.6769772263544684,-3.6769772263544684,-2.66209361791,-0.86222999435834,-0.15265361408612366,,,,,1614,0,511,0,0,0,444,0,659
